date,hole,method,mode,P(TM),P(rpr),P(nd),P(issl)
2018-07-03,128,6,0,,0.29393939393939394,0.24137931034482762,
2018-07-04,128,6,0,,0.29393939393939394,0.23774954627949185,
2018-07-05,128,6,0,,0.29393939393939394,0.23774954627949185,
2018-07-06,128,6,0,,0.29393939393939394,0.23774954627949185,
2018-07-07,128,6,0,,0.29393939393939394,0.10707803992740483,
2018-07-08,128,6,0,,0.29393939393939394,0.10707803992740483,
2018-07-09,128,6,0,,0.2969696969696969,0.23774954627949185,
2018-07-10,128,6,0,,0.2969696969696969,0.23774954627949185,
2018-07-11,128,6,0,,0.2969696969696969,0.23774954627949185,
2018-07-12,128,6,0,0.06976744186046512,0.2969696969696969,0.23774954627949185,
2018-07-13,128,6,0,,0.2969696969696969,0.23774954627949185,
2018-07-14,128,6,0,,0.2969696969696969,0.23774954627949185,
2018-07-15,128,6,0,,0.2969696969696969,0.23956442831215974,
2018-07-16,128,6,0,,0.28787878787878785,0.22686025408348454,
2018-07-17,128,6,0,,0.28787878787878785,0.22686025408348454,
2018-07-18,128,6,0,,0.28787878787878785,0.22867513611615242,
2018-07-19,128,6,0,,0.28787878787878785,0.22686025408348454,
2018-07-20,128,6,0,,0.28787878787878785,0.24863883847549917,
2018-07-21,128,6,0,,0.28787878787878785,0.24863883847549917,
2018-07-22,128,6,0,,0.28787878787878785,0.24863883847549917,
2018-07-23,128,6,0,,0.2999999999999998,0.2304900181488203,
2018-07-24,128,6,0,,0.2999999999999998,0.2323049001814883,
2018-07-25,128,6,0,,0.2999999999999998,0.2323049001814883,
2018-07-26,128,6,2,,0.2999999999999998,0.2323049001814883,
2018-07-27,128,6,2,,0.2999999999999998,0.2341197822141562,
2018-07-28,128,6,2,,0.2999999999999998,0.2304900181488203,
2018-07-29,128,6,2,,0.2999999999999998,0.2304900181488203,
2018-07-30,128,6,2,,0.2999999999999998,0.2304900181488203,
2018-07-31,128,6,2,,0.2999999999999998,0.2304900181488203,
2018-02-01,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-02,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-03,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-04,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-05,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-06,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-07,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-08,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-09,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-10,13,6,1,,0.11818181818181817,,0.04504504504504503
2018-02-11,13,6,1,0.2558139534883721,0.11818181818181817,,0.04504504504504503
2018-02-12,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-13,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-14,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-15,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-16,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-17,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-18,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-19,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-20,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-21,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-22,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-02-23,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-02-24,13,6,1,0.8604651162790697,0.11818181818181817,,0.04504504504504503
2018-02-25,13,6,1,0.8604651162790697,0.8424242424242423,,0.04504504504504503
2018-02-26,13,6,1,0.8604651162790697,0.8424242424242423,,0.04504504504504503
2018-02-27,13,6,1,0.8604651162790697,0.8424242424242423,,0.04504504504504503
2018-02-28,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-02-01,13,6,1,,,,
2018-02-02,13,6,1,,,,
2018-02-03,13,6,1,,,,
2018-02-04,13,6,1,,,,
2018-02-05,13,6,1,,,,
2018-02-06,13,6,1,,,,
2018-02-07,13,6,1,,,,
2018-02-08,13,6,1,,,,
2018-02-09,13,6,1,,,,
2018-02-10,13,6,1,,,,
2018-02-11,13,6,1,,,,
2018-02-12,13,6,1,,,,
2018-02-13,13,6,1,,,,
2018-02-14,13,6,1,,,,
2018-02-15,13,6,1,,,,
2018-02-16,13,6,1,,,,
2018-02-17,13,6,1,,,,
2018-02-18,13,6,1,,,,
2018-02-19,13,6,1,,,,
2018-02-20,13,6,1,,,,
2018-02-21,13,6,1,,,,
2018-02-22,13,6,1,,,,
2018-02-23,13,6,1,,,,
2018-02-24,13,6,1,,,,
2018-02-25,13,6,1,,,,
2018-02-26,13,6,1,,,,
2018-02-27,13,6,1,,,,
2018-02-28,13,6,1,,,,
2018-03-01,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-02,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-03,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-04,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-05,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-06,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-07,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-08,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-09,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-10,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-11,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-12,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-13,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-14,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-15,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-16,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-17,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-18,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-19,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-20,13,6,1,0.8604651162790697,,,0.04504504504504503
2018-03-21,13,6,1,,,,0.04504504504504503
2018-03-22,13,6,1,,,,0.04504504504504503
2018-03-01,13,6,1,,,,
2018-03-02,13,6,1,,,,
2018-03-03,13,6,1,,,,
2018-03-04,13,6,1,,,,
2018-03-05,13,6,1,,,,
2018-03-06,13,6,1,,,,
2018-03-07,13,6,1,,,,
2018-03-08,13,6,1,,,,
2018-03-09,13,6,1,,,,
2018-03-10,13,6,1,,,,
2018-03-11,13,6,1,,,,
2018-03-12,13,6,1,,,,
2018-03-13,13,6,1,,,,
2018-03-14,13,6,1,,,,
2018-03-15,13,6,1,,,,
2018-03-16,13,6,1,,,,
2018-03-17,13,6,1,,,,
2018-03-18,13,6,1,,,,
2018-03-19,13,6,1,,,,
2018-03-20,13,6,1,,,,
2018-03-21,13,6,1,,,,
2018-03-22,13,6,1,,,,
2018-03-23,13,6,1,,,,
2018-03-24,13,6,1,,,,
2018-03-25,13,6,1,,,,
2018-03-26,13,6,1,,,,
2018-03-27,13,6,1,,,,
2018-03-28,13,6,1,,,,
2018-03-29,13,6,1,,,,
2018-03-30,13,6,1,,,,
2018-03-31,13,6,1,,,,
2018-04-01,13,6,1,,,,
2018-04-02,13,6,1,,,,
2018-04-03,13,6,1,,,,
2018-04-04,13,6,1,,,,
2018-04-05,13,6,1,,,,
2018-04-06,13,6,1,,,,
2018-04-07,13,6,1,,,,
2018-04-08,13,6,1,,,,
2018-04-09,13,6,1,,,,
2018-04-10,13,6,1,,,,
2018-04-11,13,6,1,,,,
2018-04-12,13,6,1,,,,
2018-04-13,13,6,1,,,,
2018-04-14,13,6,1,,,,
2018-04-15,13,6,1,,,,
2018-04-16,13,6,1,,,,
2018-04-17,13,6,1,,,,
2018-04-18,13,6,1,,,,
2018-04-19,13,6,1,,,,
2018-04-20,13,6,1,,,,
2018-04-21,13,6,1,,,,
2018-04-22,13,6,1,,,,
2018-04-23,13,6,1,,,,
2018-04-24,13,6,1,,,,
2018-04-25,13,6,1,,,,
2018-04-26,13,6,1,,,,
2018-04-27,13,6,1,,,,
2018-04-28,13,6,1,,,,
2018-04-29,13,6,1,,,,
2018-04-30,13,6,1,,,,
2018-05-21,13,6,0,0.20930232558139533,,,0.04504504504504503
2018-05-22,13,6,0,0.20930232558139533,,,0.04504504504504503
2018-05-23,13,6,0,0.20930232558139533,0.25151515151515147,,0.04504504504504503
2018-05-24,13,6,0,0.20930232558139533,0.25151515151515147,,0.04504504504504503
2018-05-25,13,6,0,0.20930232558139533,0.25151515151515147,,0.04504504504504503
